[2018-01-04 07:33:40]	 ,----- FRAME: 14713 time: 158.41ms Moving avg: 47.76ms 13 frames since last 
[2018-01-04 07:33:41]	 ,                LuaContext::UnitPanel, 21.09 ms
[2018-01-04 07:33:41]	 ,            SerialEvent::UnitSelectionChanged, 22.63 ms
[2018-01-04 07:33:41]	 ,----- FRAME: 14747 time: 52.98ms Moving avg: 43.28ms 35 frames since last 
[2018-01-04 07:33:58]	 ,            SerialEvent::UnitSelectionChanged, 6.06 ms
[2018-01-04 07:33:58]	 ,----- FRAME: 15273 time: 48.71ms Moving avg: 35.97ms 527 frames since last 
[2018-01-04 07:34:10]	 ,                LuaContext::ModalLensPanel, 43.93 ms
[2018-01-04 07:34:10]	 ,            SerialEvent::LensLayerOn, 45.94 ms
[2018-01-04 07:34:10]	 ,----- FRAME: 15716 time: 69.83ms Moving avg: 30.94ms 444 frames since last 
[2018-01-04 07:34:35]	 , WONDERMOVIE: Turn number: 183. Visible mesh count: 2290
[2018-01-04 07:34:35]	 ,                    ClutterContext_Update, 23.53 ms
[2018-01-04 07:34:35]	 ,----- FRAME: 16403 time: 80.62ms Moving avg: 30.87ms 688 frames since last 
[2018-01-04 07:34:35]	 ,                ClutterContext_Update, 25.83 ms
[2018-01-04 07:34:35]	 ,----- FRAME: 16404 time: 61.11ms Moving avg: 31.33ms 2 frames since last 
[2018-01-04 07:34:38]	 ,            GameCoreEvent::CivicCompleted, 6.10 ms
[2018-01-04 07:34:38]	 ,        Civ6App_PublishGameCoreEvents, 59.83 ms
[2018-01-04 07:34:38]	 ,----- FRAME: 16488 time: 113.09ms Moving avg: 32.60ms 85 frames since last 
[2018-01-04 07:34:38]	 ,                ClutterContext_Update, 23.88 ms
[2018-01-04 07:34:38]	 ,----- FRAME: 16489 time: 66.46ms Moving avg: 33.10ms 2 frames since last 
[2018-01-04 07:34:38]	 ,                AsyncUpdateManager_Update, 10.90 ms
[2018-01-04 07:34:38]	 ,----- FRAME: 16490 time: 40.55ms Moving avg: 33.24ms 2 frames since last 
[2018-01-04 07:34:41]	 ,        Civ6App_PublishGameCoreEvents, 91.22 ms
[2018-01-04 07:34:41]	 ,                ClutterContext_Update, 36.66 ms
[2018-01-04 07:34:41]	 ,            WorldView_Update, 51.41 ms
[2018-01-04 07:34:41]	 ,----- FRAME: 16595 time: 190.76ms Moving avg: 33.81ms 106 frames since last 
[2018-01-04 07:34:41]	 ,    Civ6App_UpdateFrame, 110.19 ms
