Game Turn, Player, Num Cities, Population, Techs, Civics, Land Units, corps, Armies, Naval Units, TILES: Owned, Improved, BALANCE: Gold, Faith, YIELDS: Science, Culture, Gold, Faith, Production, Food, BY TYPE: Tiles, Buildings, Districts, Population, Outg
215, CIVILIZATION_NORWAY, 10, 126, 53, 38, 6, 0, 2, 0, 204, 61, 877, 90, 132, 74, 616, 34, 458, 341, 204, 271, 42, 125, 34, 210
215, CIVILIZATION_ENGLAND, 11, 157, 62, 37, 25, 9, 12, 4, 238, 105, 1551, 490, 262, 115, 1217, 20, 781, 565, 238, 402, 47, 156, 120, 262
215, CIVILIZATION_FRANCE, 10, 125, 57, 51, 28, 7, 9, 13, 305, 107, 3106, 971, 136, 291, 1681, 197, 684, 430, 305, 564, 40, 124, 85, 492
215, CIVILIZATION_BRAZIL, 14, 143, 57, 50, 13, 3, 2, 12, 299, 85, 1039, 339, 160, 286, 1043, 128, 699, 427, 299, 393, 51, 142, 77, 330
215, CIVILIZATION_ARABIA, 9, 104, 53, 37, 49, 27, 6, 11, 199, 81, 1147, 377, 167, 99, 1325, 130, 498, 367, 199, 482, 36, 103, 60, 188
215, CIVILIZATION_ZANZIBAR, 1, 12, 54, 32, 3, 1, 0, 1, 13, 10, 3415, 105, 10, 6, 59, 0, 14, 28, 13, 33, 2, 11, 18, 22
215, CIVILIZATION_BUENOS_AIRES, 1, 10, 54, 31, 6, 0, 0, 1, 10, 8, 25, 48, 11, 5, 20, 0, 4, 27, 10, 15, 1, 10, 0, 6
215, CIVILIZATION_NAN_MADOL, 1, 6, 55, 26, 2, 0, 0, 0, 17, 6, 7, 35, 5, 12, 16, 0, 14, 11, 17, 23, 1, 5, 8, 10
215, CIVILIZATION_PRESLAV, 1, 15, 54, 34, 1, 1, 0, 0, 17, 14, 128, 104, 8, 5, 7, 0, 5, 51, 17, 15, 0, 15, 0, 12
215, CIVILIZATION_LA_VENTA, 1, 13, 55, 32, 4, 1, 0, 0, 13, 9, 449, 2307, 11, 6, 23, 15, 8, 45, 13, 34, 2, 12, 16, 6
215, CIVILIZATION_JAKARTA, 1, 16, 55, 26, 8, 0, 0, 0, 13, 9, 407, 40, 11, 7, 26, 0, 4, 45, 13, 23, 1, 17, 0, 0
215, CIVILIZATION_VALLETTA, 1, 15, 54, 35, 3, 2, 1, 0, 15, 12, 708, 107, 9, 6, 14, 0, 2, 54, 15, 16, 1, 16, 14, 6
215, CIVILIZATION_AMSTERDAM, 1, 15, 54, 32, 4, 1, 0, 1, 16, 10, 1497, 157, 9, 5, 37, 1, 2, 61, 16, 20, 2, 15, 16, 6
215, CIVILIZATION_VILNIUS, 1, 10, 54, 32, 4, 2, 0, 0, 14, 10, 694, 18, 8, 9, 23, 0, 12, 26, 14, 19, 1, 10, 8, 6
215, CIVILIZATION_HATTUSA, 1, 11, 55, 33, 2, 0, 0, 2, 12, 8, 748, 330, 16, 7, 35, 1, 5, 31, 12, 19, 2, 10, 17, 24
216, CIVILIZATION_KONGO, 13, 123, 46, 49, 9, 1, 0, 2, 287, 42, 264, 731, 154, 552, 610, 20, 264, 336, 287, 145, 37, 123, 271, 760
216, CIVILIZATION_SUMERIA, 11, 131, 68, 51, 14, 4, 3, 1, 260, 114, 1767, 1631, 262, 338, 1248, 61, 843, 415, 260, 580, 42, 130, 63, 316
216, CIVILIZATION_NORWAY, 10, 127, 53, 38, 6, 0, 2, 0, 206, 61, 1105, 126, 137, 77, 634, 35, 506, 346, 206, 276, 42, 126, 40, 210
216, CIVILIZATION_ENGLAND, 11, 158, 62, 37, 25, 9, 12, 4, 238, 105, 2202, 510, 263, 115, 1206, 20, 769, 563, 238, 402, 47, 157, 104, 260
216, CIVILIZATION_FRANCE, 10, 125, 57, 51, 28, 7, 9, 13, 307, 107, 2905, 1168, 136, 296, 1681, 197, 684, 430, 307, 564, 40, 124, 85, 498
216, CIVILIZATION_BRAZIL, 14, 143, 57, 50, 13, 3, 2, 12, 299, 85, 1787, 468, 162, 291, 1057, 128, 706, 429, 299, 395, 51, 142, 77, 330
216, CIVILIZATION_ARABIA, 9, 104, 53, 37, 45, 28, 5, 12, 199, 83, 1737, 511, 171, 107, 1329, 133, 523, 366, 199, 486, 36, 103, 60, 188
216, CIVILIZATION_ZANZIBAR, 1, 12, 55, 32, 3, 1, 0, 1, 13, 10, 3450, 106, 10, 6, 59, 0, 15, 28, 13, 33, 2, 11, 18, 22
216, CIVILIZATION_BUENOS_AIRES, 1, 10, 54, 31, 6, 0, 0, 1, 10, 8, 19, 48, 11, 5, 20, 0, 4, 27, 10, 15, 1, 10, 0, 6
216, CIVILIZATION_NAN_MADOL, 1, 6, 55, 26, 1, 0, 0, 0, 18, 6, 12, 35, 5, 12, 16, 0, 14, 11, 18, 23, 1, 5, 8, 10
216, CIVILIZATION_PRESLAV, 1, 15, 54, 34, 2, 1, 0, 0, 17, 14, 125, 104, 8, 5, 7, 0, 5, 50, 17, 15, 0, 15, 0, 12
216, CIVILIZATION_LA_VENTA, 1, 13, 55, 32, 4, 1, 0, 0, 13, 9, 457, 2322, 11, 6, 23, 15, 8, 45, 13, 34, 2, 12, 16, 6
216, CIVILIZATION_JAKARTA, 1, 16, 55, 26, 8, 0, 0, 0, 13, 9, 385, 40, 11, 7, 26, 0, 4, 45, 13, 23, 1, 17, 0, 0
216, CIVILIZATION_VALLETTA, 1, 15, 54, 35, 3, 2, 1, 0, 15, 12, 716, 107, 9, 6, 14, 0, 2, 54, 15, 16, 1, 16, 14, 6
216, CIVILIZATION_AMSTERDAM, 1, 15, 55, 32, 4, 1, 0, 1, 16, 10, 1519, 159, 9, 5, 37, 1, 2, 61, 16, 20, 2, 15, 16, 6
216, CIVILIZATION_VILNIUS, 1, 10, 55, 32, 4, 2, 0, 0, 14, 10, 702, 18, 8, 9, 23, 0, 12, 26, 14, 19, 1, 10, 8, 6
216, CIVILIZATION_HATTUSA, 1, 11, 55, 33, 2, 0, 0, 2, 12, 7, 758, 331, 16, 7, 31, 1, 5, 31, 12, 19, 2, 10, 17, 16
217, CIVILIZATION_KONGO, 13, 124, 46, 49, 9, 1, 0, 2, 290, 42, 941, 755, 154, 553, 620, 24, 278, 338, 290, 151, 37, 124, 271, 780
217, CIVILIZATION_SUMERIA, 11, 131, 68, 51, 14, 4, 3, 1, 261, 112, 1793, 1697, 260, 335, 1248, 65, 872, 413, 261, 588, 42, 130, 63, 312
217, CIVILIZATION_NORWAY, 10, 127, 53, 38, 5, 0, 2, 0, 206, 61, 1507, 156, 140, 78, 638, 30, 523, 347, 206, 278, 42, 126, 46, 194
217, CIVILIZATION_ENGLAND, 11, 160, 63, 37, 25, 9, 12, 4, 238, 106, 2206, 530, 266, 116, 1240, 20, 783, 567, 238, 409, 47, 159, 108, 260
217, CIVILIZATION_FRANCE, 10, 126, 57, 51, 28, 7, 9, 13, 307, 106, 3751, 1369, 138, 299, 1689, 201, 694, 430, 307, 567, 40, 125, 85, 498
217, CIVILIZATION_BRAZIL, 14, 144, 58, 50, 12, 3, 1, 12, 302, 84, 918, 596, 163, 292, 1072, 128, 706, 431, 302, 397, 51, 143, 77, 330
217, CIVILIZATION_ARABIA, 9, 104, 54, 37, 43, 27, 5, 12, 199, 84, 1741, 644, 171, 101, 1334, 133, 517, 366, 199, 486, 36, 103, 53, 188
217, CIVILIZATION_ZANZIBAR, 1, 12, 55, 32, 3, 1, 0, 1, 13, 10, 3486, 107, 10, 6, 59, 0, 15, 28, 13, 33, 2, 11, 18, 22
217, CIVILIZATION_BUENOS_AIRES, 1, 10, 54, 31, 6, 0, 0, 1, 10, 8, 14, 48, 11, 5, 20, 0, 4, 27, 10, 15, 1, 10, 0, 6
217, CIVILIZATION_NAN_MADOL, 1, 6, 55, 26, 1, 0, 0, 0, 18, 6, 17, 35, 5, 12, 16, 0, 14, 11, 18, 23, 1, 5, 8, 10
217, CIVILIZATION_PRESLAV, 1, 15, 54, 34, 2, 1, 0, 0, 17, 14, 123, 104, 8, 5, 7, 0, 5, 50, 17, 15, 0, 15, 0, 12
217, CIVILIZATION_LA_VENTA, 1, 13, 55, 32, 4, 1, 0, 0, 13, 9, 464, 2337, 11, 6, 23, 15, 8, 45, 13, 34, 2, 12, 16, 6
217, CIVILIZATION_JAKARTA, 1, 16, 55, 26, 8, 0, 0, 0, 13, 9, 373, 40, 11, 7, 26, 0, 4, 45, 13, 23, 1, 17, 0, 0
217, CIVILIZATION_VALLETTA, 1, 15, 54, 35, 3, 2, 1, 0, 15, 12, 724, 107, 9, 6, 14, 0, 2, 54, 15, 16, 1, 16, 14, 6
217, CIVILIZATION_AMSTERDAM, 1, 15, 55, 32, 4, 1, 0, 1, 16, 10, 1542, 160, 9, 5, 37, 1, 2, 61, 16, 20, 2, 15, 16, 6
217, CIVILIZATION_VILNIUS, 1, 10, 55, 32, 4, 2, 0, 0, 14, 11, 710, 18, 8, 9, 23, 0, 13, 26, 14, 19, 1, 10, 8, 6
217, CIVILIZATION_HATTUSA, 1, 11, 55, 33, 2, 0, 0, 2, 12, 8, 769, 333, 17, 7, 33, 1, 6, 34, 12, 19, 2, 10, 17, 16
218, CIVILIZATION_KONGO, 13, 125, 46, 49, 9, 1, 0, 2, 292, 42, 1092, 779, 155, 556, 616, 23, 279, 338, 292, 153, 37, 124, 271, 780
218, CIVILIZATION_SUMERIA, 11, 135, 68, 51, 14, 4, 3, 1, 261, 112, 2443, 1762, 275, 347, 1244, 65, 892, 426, 261, 594, 42, 134, 71, 312
218, CIVILIZATION_NORWAY, 10, 128, 54, 38, 3, 0, 2, 0, 206, 61, 1936, 187, 139, 79, 635, 30, 551, 349, 206, 282, 42, 127, 52, 194
218, CIVILIZATION_ENGLAND, 11, 161, 63, 37, 25, 9, 12, 6, 239, 106, 759, 550, 282, 120, 1244, 20, 798, 578, 239, 409, 47, 160, 125, 260
218, CIVILIZATION_FRANCE, 10, 126, 58, 51, 27, 8, 9, 14, 308, 107, 4709, 1039, 138, 299, 1687, 199, 699, 432, 308, 570, 40, 125, 89, 498
218, CIVILIZATION_BRAZIL, 14, 148, 58, 50, 11, 3, 1, 12, 302, 84, 1720, 355, 165, 292, 1091, 128, 710, 435, 302, 397, 51, 147, 85, 330
218, CIVILIZATION_ARABIA, 9, 107, 54, 37, 43, 26, 4, 12, 199, 84, 1037, 151, 174, 108, 1364, 132, 523, 371, 199, 496, 36, 106, 60, 188
218, CIVILIZATION_ZANZIBAR, 1, 12, 56, 32, 3, 1, 0, 1, 13, 10, 3507, 107, 9, 5, 46, 0, 14, 28, 13, 33, 2, 11, 0, 22
218, CIVILIZATION_BUENOS_AIRES, 1, 10, 55, 31, 4, 0, 0, 1, 13, 8, 13, 48, 9, 5, 18, 0, 4, 31, 13, 15, 1, 10, 0, 6
218, CIVILIZATION_NAN_MADOL, 1, 6, 55, 26, 1, 0, 0, 0, 18, 6, 15, 35, 5, 12, 9, 0, 14, 10, 18, 23, 1, 5, 0, 10
218, CIVILIZATION_PRESLAV, 1, 15, 55, 34, 2, 1, 0, 0, 17, 14, 121, 104, 8, 5, 7, 0, 5, 50, 17, 15, 0, 15, 0, 12
218, CIVILIZATION_LA_VENTA, 1, 13, 55, 32, 4, 1, 0, 0, 13, 9, 472, 2353, 11, 6, 23, 15, 8, 45, 13, 34, 2, 12, 17, 6
218, CIVILIZATION_JAKARTA, 1, 16, 55, 26, 8, 0, 0, 0, 13, 9, 361, 40, 11, 7, 26, 0, 4, 45, 13, 23, 1, 17, 0, 0
218, CIVILIZATION_VALLETTA, 1, 15, 55, 35, 3, 2, 1, 0, 15, 12, 732, 107, 9, 6, 14, 0, 2, 54, 15, 16, 1, 16, 14, 6
218, CIVILIZATION_AMSTERDAM, 1, 15, 55, 32, 4, 1, 0, 1, 16, 10, 1564, 162, 9, 5, 37, 1, 2, 61, 16, 20, 2, 15, 17, 6
218, CIVILIZATION_VILNIUS, 1, 10, 56, 32, 4, 2, 0, 0, 14, 11, 717, 18, 8, 9, 23, 0, 13, 26, 14, 19, 1, 10, 8, 6
218, CIVILIZATION_HATTUSA, 1, 12, 55, 33, 2, 0, 0, 3, 12, 8, 763, 335, 18, 8, 33, 1, 6, 34, 12, 19, 2, 12, 17, 16
219, CIVILIZATION_KONGO, 13, 125, 47, 50, 9, 1, 0, 2, 293, 42, 951, 803, 153, 558, 623, 23, 287, 339, 293, 158, 38, 124, 250, 792
219, CIVILIZATION_SUMERIA, 11, 135, 68, 51, 14, 4, 3, 1, 261, 112, 2402, 1827, 285, 348, 1222, 65, 904, 423, 261, 599, 42, 134, 71, 312
219, CIVILIZATION_NORWAY, 10, 128, 54, 38, 3, 0, 2, 0, 207, 61, 844, 217, 139, 79, 635, 30, 551, 349, 207, 282, 42, 127, 52, 194
219, CIVILIZATION_ENGLAND, 11, 162, 63, 37, 25, 9, 12, 7, 239, 106, 608, 571, 285, 121, 1253, 20, 793, 580, 239, 409, 47, 161, 125, 260
219, CIVILIZATION_FRANCE, 10, 127, 58, 51, 28, 8, 10, 14, 308, 108, 2845, 1236, 139, 297, 1686, 197, 702, 436, 308, 570, 40, 126, 89, 496
219, CIVILIZATION_BRAZIL, 14, 149, 58, 50, 11, 3, 1, 12, 304, 84, 1277, 484, 166, 297, 1090, 129, 721, 440, 304, 403, 51, 148, 85, 336
219, CIVILIZATION_ARABIA, 9, 108, 54, 37, 44, 26, 4, 12, 200, 86, 1239, 284, 175, 103, 1368, 132, 514, 375, 200, 496, 38, 107, 56, 188
219, CIVILIZATION_ZANZIBAR, 1, 12, 56, 32, 3, 1, 0, 1, 13, 10, 3539, 108, 10, 6, 58, 0, 15, 28, 13, 33, 2, 11, 18, 22
219, CIVILIZATION_BUENOS_AIRES, 1, 10, 55, 31, 4, 0, 0, 1, 13, 8, 12, 48, 9, 5, 18, 0, 4, 31, 13, 15, 1, 10, 0, 6
219, CIVILIZATION_NAN_MADOL, 1, 6, 55, 26, 2, 0, 0, 0, 18, 6, 13, 35, 5, 12, 16, 0, 14, 11, 18, 23, 1, 5, 8, 10
219, CIVILIZATION_PRESLAV, 1, 15, 55, 34, 2, 1, 0, 0, 17, 14, 118, 104, 8, 5, 7, 0, 5, 50, 17, 15, 0, 15, 0, 12
219, CIVILIZATION_LA_VENTA, 1, 13, 55, 32, 4, 1, 0, 0, 13, 9, 479, 2368, 11, 6, 23, 15, 8, 45, 13, 34, 2, 12, 17, 6
219, CIVILIZATION_JAKARTA, 1, 16, 55, 26, 8, 0, 0, 0, 13, 9, 349, 40, 11, 7, 26, 0, 4, 45, 13, 23, 1, 17, 0, 0
219, CIVILIZATION_VALLETTA, 1, 15, 55, 35, 3, 2, 1, 0, 15, 12, 727, 107, 9, 6, 14, 0, 2, 54, 15, 16, 1, 16, 14, 6
219, CIVILIZATION_AMSTERDAM, 1, 15, 55, 32, 4, 1, 0, 1, 16, 10, 1586, 163, 9, 5, 37, 1, 2, 61, 16, 20, 2, 15, 17, 6
219, CIVILIZATION_VILNIUS, 1, 10, 56, 32, 4, 2, 0, 0, 14, 11, 725, 18, 8, 9, 23, 0, 13, 26, 14, 19, 1, 10, 8, 6
219, CIVILIZATION_HATTUSA, 1, 12, 55, 33, 2, 0, 0, 3, 12, 8, 616, 337, 18, 8, 33, 1, 6, 34, 12, 19, 2, 12, 17, 16
220, CIVILIZATION_KONGO, 13, 128, 47, 50, 9, 1, 0, 2, 295, 42, 1152, 827, 158, 564, 649, 23, 293, 350, 295, 158, 38, 127, 278, 804
220, CIVILIZATION_SUMERIA, 11, 138, 68, 51, 14, 4, 3, 1, 261, 112, 3163, 1892, 291, 349, 1358, 65, 921, 419, 261, 627, 44, 137, 72, 312
220, CIVILIZATION_NORWAY, 10, 128, 54, 38, 2, 0, 2, 0, 207, 61, 1255, 100, 139, 79, 635, 32, 555, 350, 207, 284, 43, 127, 53, 194
220, CIVILIZATION_ENGLAND, 11, 163, 64, 38, 25, 9, 12, 7, 240, 107, 737, 591, 286, 121, 1245, 20, 798, 581, 240, 413, 48, 162, 114, 258
220, CIVILIZATION_FRANCE, 10, 128, 58, 51, 28, 8, 10, 14, 308, 108, 2995, 1434, 140, 296, 1716, 195, 699, 438, 308, 584, 41, 127, 89, 496
220, CIVILIZATION_BRAZIL, 14, 150, 58, 50, 11, 3, 1, 11, 305, 83, 1442, 334, 169, 296, 1101, 130, 717, 441, 305, 406, 53, 149, 85, 336
220, CIVILIZATION_ARABIA, 9, 108, 55, 37, 42, 28, 4, 12, 200, 86, 1762, 417, 175, 108, 1367, 133, 543, 371, 200, 503, 38, 107, 56, 184
220, CIVILIZATION_ZANZIBAR, 1, 12, 56, 32, 4, 1, 0, 1, 13, 10, 2159, 109, 10, 6, 58, 0, 15, 28, 13, 33, 2, 11, 18, 22
220, CIVILIZATION_BUENOS_AIRES, 1, 10, 55, 31, 4, 0, 0, 1, 13, 9, 10, 48, 9, 5, 18, 0, 4, 31, 13, 15, 1, 10, 0, 6
220, CIVILIZATION_NAN_MADOL, 1, 6, 55, 26, 2, 0, 0, 0, 18, 6, 10, 35, 5, 12, 16, 0, 14, 11, 18, 23, 1, 5, 8, 10
220, CIVILIZATION_PRESLAV, 1, 15, 55, 34, 2, 1, 0, 0, 17, 14, 116, 104, 8, 5, 7, 0, 5, 50, 17, 15, 0, 15, 0, 12
220, CIVILIZATION_LA_VENTA, 1, 13, 55, 32, 4, 1, 0, 0, 13, 9, 486, 2383, 11, 6, 23, 15, 8, 45, 13, 34, 2, 12, 17, 6
220, CIVILIZATION_JAKARTA, 1, 16, 55, 26, 8, 0, 0, 0, 13, 9, 337, 40, 11, 7, 26, 0, 4, 45, 13, 23, 1, 17, 0, 0
220, CIVILIZATION_VALLETTA, 1, 15, 55, 35, 3, 2, 1, 0, 15, 12, 732, 107, 9, 6, 14, 0, 2, 54, 15, 16, 1, 16, 14, 6
220, CIVILIZATION_AMSTERDAM, 1, 15, 55, 32, 4, 1, 0, 1, 16, 10, 1608, 164, 9, 5, 37, 1, 2, 61, 16, 20, 2, 15, 17, 6
220, CIVILIZATION_VILNIUS, 1, 10, 56, 32, 5, 2, 0, 0, 14, 11, 725, 18, 8, 9, 23, 0, 13, 26, 14, 19, 1, 10, 8, 6
220, CIVILIZATION_HATTUSA, 1, 12, 55, 33, 2, 0, 0, 3, 12, 8, 620, 339, 18, 8, 33, 1, 6, 34, 12, 19, 2, 12, 17, 16
221, CIVILIZATION_KONGO, 13, 129, 48, 50, 9, 1, 0, 2, 301, 42, 1356, 851, 159, 565, 650, 23, 293, 353, 301, 158, 38, 128, 278, 804
221, CIVILIZATION_SUMERIA, 11, 140, 68, 51, 14, 4, 3, 1, 262, 114, 3883, 1958, 296, 350, 1318, 65, 929, 423, 262, 630, 44, 139, 70, 312
221, CIVILIZATION_NORWAY, 10, 128, 54, 38, 2, 0, 2, 0, 207, 61, 1644, 138, 139, 78, 635, 37, 527, 350, 207, 286, 44, 127, 54, 194
221, CIVILIZATION_ENGLAND, 11, 165, 64, 38, 27, 9, 13, 7, 241, 109, 659, 612, 289, 122, 1296, 20, 792, 585, 241, 413, 48, 164, 121, 258
221, CIVILIZATION_FRANCE, 10, 129, 59, 51, 28, 8, 10, 14, 308, 109, 2790, 1081, 141, 303, 1723, 197, 706, 459, 308, 586, 41, 128, 89, 502
221, CIVILIZATION_BRAZIL, 14, 150, 59, 50, 11, 3, 1, 11, 306, 83, 835, 468, 172, 298, 1141, 133, 731, 442, 306, 406, 53, 149, 89, 330
221, CIVILIZATION_ARABIA, 9, 109, 55, 38, 42, 26, 6, 12, 200, 86, 1094, 569, 176, 106, 1354, 151, 566, 374, 200, 505, 38, 108, 62, 232
221, CIVILIZATION_ZANZIBAR, 1, 12, 57, 32, 4, 1, 0, 1, 13, 10, 2183, 110, 10, 6, 58, 0, 15, 30, 13, 33, 2, 11, 18, 22
221, CIVILIZATION_BUENOS_AIRES, 1, 10, 56, 31, 4, 0, 0, 1, 13, 9, 8, 48, 9, 5, 18, 0, 4, 32, 13, 15, 1, 10, 0, 6
221, CIVILIZATION_NAN_MADOL, 1, 6, 55, 26, 2, 0, 0, 0, 18, 6, 7, 35, 5, 12, 16, 0, 14, 11, 18, 23, 1, 5, 8, 10
221, CIVILIZATION_PRESLAV, 1, 15, 56, 34, 1, 0, 0, 0, 17, 14, 117, 104, 8, 5, 7, 0, 5, 50, 17, 15, 0, 15, 0, 12
221, CIVILIZATION_LA_VENTA, 1, 13, 55, 32, 4, 1, 0, 0, 13, 9, 494, 2399, 11, 6, 23, 15, 8, 39, 13, 28, 2, 12, 17, 6
221, CIVILIZATION_JAKARTA, 1, 16, 55, 26, 8, 0, 0, 0, 13, 9, 311, 40, 11, 7, 26, 0, 4, 45, 13, 23, 1, 17, 0, 0
221, CIVILIZATION_VALLETTA, 1, 15, 56, 35, 3, 2, 1, 0, 15, 12, 737, 107, 9, 6, 14, 0, 2, 54, 15, 16, 1, 16, 14, 6
221, CIVILIZATION_AMSTERDAM, 1, 15, 55, 32, 4, 1, 0, 1, 16, 10, 1630, 166, 9, 5, 37, 1, 2, 61, 16, 20, 2, 15, 17, 6
221, CIVILIZATION_VILNIUS, 1, 10, 57, 32, 5, 2, 0, 0, 14, 11, 718, 18, 8, 9, 17, 0, 13, 25, 14, 19, 1, 10, 0, 6
221, CIVILIZATION_HATTUSA, 1, 12, 55, 33, 2, 0, 0, 3, 12, 8, 623, 341, 18, 8, 32, 1, 6, 34, 12, 19, 2, 12, 17, 14
222, CIVILIZATION_KONGO, 13, 129, 48, 50, 9, 1, 0, 2, 301, 42, 2360, 874, 154, 550, 635, 23, 282, 349, 301, 158, 38, 128, 270, 804
222, CIVILIZATION_SUMERIA, 11, 140, 68, 51, 14, 4, 3, 2, 262, 115, 2184, 2023, 293, 399, 1303, 65, 934, 430, 262, 636, 45, 139, 80, 318
222, CIVILIZATION_NORWAY, 10, 128, 54, 38, 2, 0, 2, 0, 208, 61, 2036, 175, 139, 78, 636, 37, 522, 348, 208, 292, 44, 127, 44, 194
222, CIVILIZATION_ENGLAND, 11, 165, 65, 38, 27, 9, 13, 8, 243, 110, 800, 632, 289, 122, 1296, 20, 788, 587, 243, 413, 48, 164, 121, 258
222, CIVILIZATION_FRANCE, 10, 129, 59, 51, 29, 8, 10, 15, 311, 109, 3282, 710, 144, 280, 1778, 199, 707, 459, 311, 586, 41, 128, 89, 458
222, CIVILIZATION_BRAZIL, 14, 151, 59, 50, 12, 3, 1, 11, 306, 83, 1375, 601, 172, 297, 1140, 132, 731, 444, 306, 406, 54, 150, 89, 330
222, CIVILIZATION_ARABIA, 9, 111, 56, 39, 42, 26, 6, 12, 201, 85, 1802, 552, 181, 113, 1352, 148, 558, 372, 201, 505, 38, 110, 62, 234
222, CIVILIZATION_ZANZIBAR, 1, 12, 57, 32, 4, 1, 0, 1, 13, 10, 2208, 111, 10, 6, 58, 0, 15, 30, 13, 33, 2, 11, 18, 22
222, CIVILIZATION_BUENOS_AIRES, 1, 10, 56, 31, 4, 0, 0, 1, 13, 9, 6, 48, 9, 5, 18, 0, 4, 32, 13, 15, 1, 10, 0, 6
222, CIVILIZATION_NAN_MADOL, 1, 6, 56, 26, 1, 0, 0, 0, 18, 6, 12, 35, 5, 12, 16, 0, 14, 11, 18, 23, 1, 5, 8, 10
222, CIVILIZATION_PRESLAV, 1, 15, 56, 34, 1, 0, 0, 0, 17, 14, 117, 104, 8, 5, 7, 0, 5, 50, 17, 15, 0, 15, 0, 12
222, CIVILIZATION_LA_VENTA, 1, 13, 55, 32, 4, 1, 0, 0, 13, 9, 501, 2414, 11, 6, 23, 15, 8, 39, 13, 28, 2, 12, 17, 12
222, CIVILIZATION_JAKARTA, 1, 16, 55, 26, 8, 0, 0, 0, 13, 9, 296, 40, 11, 7, 26, 0, 4, 45, 13, 23, 1, 17, 0, 0
222, CIVILIZATION_VALLETTA, 1, 15, 57, 35, 3, 2, 1, 0, 15, 12, 742, 107, 9, 6, 14, 0, 2, 70, 15, 16, 1, 16, 14, 6
222, CIVILIZATION_AMSTERDAM, 1, 15, 55, 32, 4, 1, 0, 1, 16, 10, 1652, 167, 9, 5, 37, 1, 2, 61, 16, 20, 2, 15, 17, 6
222, CIVILIZATION_VILNIUS, 1, 10, 57, 32, 5, 2, 0, 0, 14, 11, 718, 18, 8, 9, 23, 0, 13, 26, 14, 19, 1, 10, 8, 6
222, CIVILIZATION_HATTUSA, 1, 12, 55, 33, 2, 0, 0, 3, 12, 8, 626, 343, 18, 8, 32, 1, 6, 34, 12, 19, 2, 12, 17, 14
223, CIVILIZATION_KONGO, 13, 132, 48, 51, 9, 1, 0, 2, 303, 42, 2598, 897, 155, 547, 630, 22, 279, 353, 303, 158, 38, 131, 270, 804
223, CIVILIZATION_SUMERIA, 11, 140, 68, 51, 16, 4, 5, 2, 263, 115, 2831, 2088, 293, 416, 1301, 65, 911, 431, 263, 640, 45, 139, 72, 330
223, CIVILIZATION_NORWAY, 10, 129, 54, 38, 3, 0, 2, 0, 208, 61, 686, 213, 139, 78, 642, 37, 539, 351, 208, 297, 44, 128, 54, 194
223, CIVILIZATION_ENGLAND, 11, 167, 65, 38, 27, 9, 13, 7, 243, 110, 760, 653, 289, 124, 1295, 20, 782, 593, 243, 413, 48, 166, 115, 258
223, CIVILIZATION_FRANCE, 10, 129, 59, 51, 28, 7, 11, 15, 311, 112, 4372, 498, 144, 280, 1772, 197, 704, 451, 311, 589, 41, 128, 77, 458
223, CIVILIZATION_BRAZIL, 14, 152, 59, 51, 12, 3, 1, 11, 306, 83, 2081, 406, 175, 299, 1170, 119, 734, 441, 306, 406, 54, 151, 81, 356
223, CIVILIZATION_ARABIA, 9, 111, 56, 40, 43, 26, 6, 12, 202, 85, 1014, 425, 180, 107, 1297, 148, 560, 378, 202, 509, 38, 110, 62, 234
223, CIVILIZATION_ZANZIBAR, 1, 12, 57, 32, 4, 1, 0, 1, 13, 10, 2232, 112, 10, 6, 58, 0, 15, 30, 13, 33, 2, 11, 18, 22
223, CIVILIZATION_BUENOS_AIRES, 1, 10, 56, 31, 3, 0, 0, 1, 13, 9, 8, 48, 9, 5, 18, 0, 4, 32, 13, 15, 1, 10, 0, 6
223, CIVILIZATION_NAN_MADOL, 1, 6, 56, 26, 1, 0, 0, 0, 18, 6, 17, 35, 5, 12, 16, 0, 14, 11, 18, 23, 1, 5, 8, 10
223, CIVILIZATION_PRESLAV, 1, 15, 56, 34, 1, 0, 0, 0, 17, 14, 117, 104, 8, 5, 7, 0, 5, 50, 17, 15, 0, 15, 0, 12
223, CIVILIZATION_LA_VENTA, 1, 13, 56, 32, 4, 1, 0, 0, 13, 9, 509, 2429, 11, 6, 23, 15, 8, 39, 13, 28, 2, 12, 17, 12
223, CIVILIZATION_JAKARTA, 1, 16, 55, 26, 8, 0, 0, 0, 13, 9, 280, 40, 11, 7, 26, 0, 4, 45, 13, 23, 1, 17, 0, 0
223, CIVILIZATION_VALLETTA, 1, 15, 57, 35, 3, 2, 1, 0, 15, 12, 733, 107, 9, 6, 14, 0, 2, 70, 15, 16, 1, 16, 14, 6
223, CIVILIZATION_AMSTERDAM, 1, 15, 56, 32, 4, 1, 0, 1, 16, 10, 1674, 169, 9, 5, 37, 1, 2, 61, 16, 20, 2, 15, 17, 6
223, CIVILIZATION_VILNIUS, 1, 10, 57, 32, 5, 2, 0, 0, 14, 11, 718, 18, 8, 9, 23, 0, 13, 26, 14, 19, 1, 10, 8, 6
223, CIVILIZATION_HATTUSA, 1, 12, 55, 33, 2, 0, 0, 3, 12, 8, 628, 345, 18, 8, 32, 1, 6, 34, 12, 19, 2, 12, 17, 14
224, CIVILIZATION_KONGO, 13, 132, 48, 51, 9, 1, 0, 2, 304, 42, 3218, 920, 154, 565, 630, 23, 289, 352, 304, 158, 38, 131, 239, 816
